33	5	My girlfriend and I prefer Lavazza over anything. We prefer the crema that Lavazza seems to produce better than other brands. This Creme e Gusto is superb (for a pre-ground). We always prefer to grind our own beans but we like to have a backup that is pre-ground for company so we can quickly make espressos without a lot of waiting between cups. We've tried several Lavazza pre-ground and all are pleasing, this is no exception. you aren't taking any chances here, except for a slightly higher-than-prefered price.
34	5	These are great for traveling, camping, those cold mornings when you've forgotten to get the coffee maker ready the night before or when your late and don't have time.  It's a very deep flavor which I think is great, especially with a little creamer...it really has that starbucks latte flavor.  LOVE LOVE LOVE IT!  AND GREAT PRICE compared to the store!  We keep the decaf kind on hand too for evenings on the deck...can't say enough about it!  AWESOME!
35	5	Excellent Wholesome Sweetners Organic Raw blue Agave- would like to purchase by the gallon rather than 23.5 0z bottles of 6 however.
36	5	I have a 5 lb Maltese who eats more like a cat. He eats until he is full and walks away. Dry food is best, I am told but it so.... "dry". I don't want to give him human food because I'm told I shouldn't - but also because he eats so little, I want to be sure he's healthy. My solution has been to buy Cesar by the case from Amazon (auto shipment) and mix it with his dry. I buy dry food for small adult dogs, mix a scoop (1 cup?) with 1/4-1/3 container of Cesar. I mix it with a for or my hands (so he doesn't just eat the Cesar and walk away). He gets the benefit of dry food for his teeth etc and the tastiness of Cesar's wonderful flavors.
37	5	There's nothing like coming in to hot cider on a cold day - and it's sure been cold where I am lately! Flavorful, always on hand, won't turn to vinegar in the box - what else could you ask for?
38	5	This is such a delicious bag of Peppered Beef Jerky. I love having a big bag of it to snack on whenever I feel like it. What a great product!!
39	5	Very good taste and texture. So yummy on the lot a dots cake. Very delicious. and very easy to make. Love them both!
40	1	I purchased this beautiful waiters corkscrew a few years ago. I used it perhaps once a month. It fell apart, the metal strip in between the two pieces of olive wood broke.  I contacted Laguiole directly, I no longer had the receipt. Their very curt reply was that the only warranty was through wherever I had purchased it. They would not even allow me to ship it to them to look at.  I have purchased many things in my life, and when something breaks after a month or two, it has always been the manufacturer I have had to deal with.<br />With a company manufacturing and selling such supposed quality items as these, they should work with customers that have had one fall apart. I was told they would not accept it if I mailed it to them. They claim to have a lifetime warranty, but won't accept me sending them back a broken item? Fine, there are other top quality manufactures I will use for top quality corkscrews, cutlery and other such items. I'm done with Laguiole, its not acceptable at this price.
41	3	I liked the idea of the mix by the nut company. However, the mix had 70% raisins with some dried cherries, a few walnuts, and miscellanous other nuts. I liked it, but it was not what I thought I was buying. I won't be buying it again.
42	4	Dear Sir's,<br />  this tea has the lift the others do not. Soft feeling in the leaves of this tea holding the package with the smell<br />  Yungas.Just put the open bag under your nose close enough. And one will know they have a quility tea.<br />  Great hot and or cold.Actualty a organic stimulant now with heal properties as well.Different from the other's.<br />  Fair price.<br /><br />  David
43	4	Great product.  It tastes fairly good and does give you a nice burst of energy to do what you need to do on a Wednesday (and Thursday)
44	1	Bought a house where the yard has been neglect for 6-10yrs. The weeds dominate the back yard and it's not your typical dandilion. These are the tough ones with the thicker stems. Trying to save money and hard labor I bought two of these, more then required for the area I was testing them on and soaked it down. Took quite a bit of time but I thought for sure it would work. Unfortunately not a change. I can't give a review for people dealing with regular weeds they get in their lawn but if you barely have a lawn because of weeds then this will not work for you. Sorry to say that.
45	3	The wasabi flavor was not as strong as I like. I have had others (in the large 39 ounce plastic jar from Costco that were better, but they are no longer available.  These are an adequate substitute.  The smaller container is handy.<br /><br />PK
46	5	Not sure why only one store in my shopping area carries this cereal as it is awesome. I love it and so does my body. I try and eat it every day and hubby likes to top his other cereal with it as well. Forgot to pick it up at the only store where it is available at today, so tried to make homemade granola--near total flop. I think I will be making a trip into town to get some more boxes. I'm glad amazon carries it in case I can't buy it, but why doen't other stores carry it?
47	4	Silk Very Vanilla Soy Milk is yummy and consistently good, with each case I purchase. Buying the 8 oz containers of shelf stable soy milk by the case means that it costs a lot less than buying it at my local health food store. My only objection to this product is that the straws are really narrow. So a big hint to all the Very Vanilla Soy Milk fans out there - buy a box of wide straws and use those to drink from the container. Somehow it tastes even yummier like that.<br />Also, it this product can be used to make Chocolate Egg Creams.  In a tall glass put about 1/2 inch of chocolate syrup and about a third of an inch of Very vanilla on top of that.  Stir together with a long, large straw until well blended.  Slowly pour in a seltzer from a freshly opened bottle of seltzer. Yum.
48	5	I have been a Stash Tea fan for years.  The price on Amazon Grocery is terrific, and yes, you will drink your chai every day throughout the winter!  Try the regular or decaf chai with a tablespoon or two of real cream--it's the perfect drink for those chilly days.
49	5	This is by far the greatest chocolate sauce I have ever had the pleasure of experiencing and is the only chocolate sauce I will enjoy the rest of my life!!!  It has become a regular gift I give to friends and family and they all agree that it is the ultimate chocolate sauce. Their Caramel and Espresso sauce are also amazing products and I highly recommend trying them all.
50	3	Sorry to say I'm thinking maybe they came up with the name because it sounded yummy and attractive.  I couldn't taste any respberry, peach or Champagne.  It was simply a melange of the indistinguishable.<br /><br />  It was given a 3 because it did spread easily, the color is pretty and it moistened toast.  Others at the table felt the same way  - not at all sure what we were eating.  It was quite sweet, which didn't particularly encourage me because I was looking for a "fruity" flavor - maybe raspberry,  maybe peach?<br /><br />  A disappointment.
51	5	This is my favorite. It is the k-cup hot tea with the most flavor. Highly recommend. I sweeten with splenda.
52	1	I was very disappointed...i received this product and all but one was damaged..there is no returns on this..so i would not recommend to buy this
53	5	If you enjoy  drinking tea in the morning or most any time during the day, this product is very good.  I recommend it highly.
54	1	I was very disapointed that it states only 2 ingredients and find to my dismay it also contains salt and oils.<br />Mislead or misread of advertisement. Boo to these snacks!
55	3	...how come Amazon stopped selling it under Amazon Prime? I once bought this regularly, but I won't if I have to pay shipping and wait for much longer than 2 days for delivery.
56	5	The item came in a timely manner and the pig ears are very good quality.  I will purchase more pig ear dog treats in the future from this vendor.
57	1	After tasting another well-known Italian coffee brand I figured it was the right time for Lavazza. The other well-known brand was smooth and rich. This coffee was extremely acidic, bitter, earthy, and old. Very disappointed in Lavazza, especially with all the great reviews.
58	5	This sandwich spread tastes as good as the other top brand sandwich spreads to me , but is more economical bought by the case !
59	5	Pugs are NOT finicky eaters - still mine gobbles this up and loves it as much as any food I've tried on him. He weighed 18 lbs. when I first started him on this and reminded me of a fat little sausage. He has almost finished one 26 lb. bag and has lost 3 lbs. and is holding at a steady 15 lbs. now. I feed him 1/4 c. in the morning and 1/3 c. in the evening. And....2 - 3 times a week I give him a "treat". The food does what is supposed to. Vet says he couldn't be healthier!
60	4	Alvita changed their lea licorice tea not the same - but my daughter likes it.  She normally uses tea in her tea but she said she does not use tea in licorice tea - it is sweet enough.
61	5	This soup is really delicious if you add 8oz. of smoked turkey to it during cooking...
62	5	My dogs LOVE this product. They beg for them. They also came recommended by our animal trainer.  My only issue is that I took advantage of the Super Shipper Saver and for some reason it took almost a month to get here. VERY VERY slow shipping.
63	5	I've tried a wide selection of k-cups including the big names like Starbucks, Tully's, Donut House, Dunkin Donuts, etc and they all have something in common.. either too watery (weak) or too bitter (strong). I tried Breakfast in Bed based on the reviews and I was not disappointed. It's flavorful without being strong or weak. It's hard to get a cup of coffee from a Keurig that tastes like it was brewed like a normal coffee machine.. this k-cup is the exception.. I'll be stocking up.
64	5	My very picky cat loves Greenies, they are the only treat she will eat now.  The vet said it's a great pick as well.
65	5	I've only had the Vanilla flavor so I can't comment on others but this product tastes great - especially with tea.  It's a subtle flavor that doesn't take away the flavor of the drink added to it.  It's definitely a bit pricey but I think it works better for digestion than any of the popular fiber promising citrus powdered drinks whose contents always seem questionable to me.
66	5	*****<br />Sweet African Green Rooibos Herbal Teasan is a delectable Numi tea.<br /><br />This tea is certified organic and kosher and contains only green rooibos and honeybush. It is from South Africa, made from the same plant as Rooibos (Red Tea), but it is not sun-dried, and it has more anti-oxidants than green tea. It is also rich in phytoestrogens. It has a light, smooth, eathy-woody taste.<br /><br />The price is perfect, a big savings over single boxes. If you like Numi herbal teas, get it---you won't be sorry. If you just want a tasty, high-quality rooibos tea, this one does not disappoint.<br /><br />Highly recommended.<br />*****
67	4	Everybody in the family really loved the Izze Sparkling Pomegranate juice. Between the four of us the case only lasted two days. The flavor is crisp and dry with a hint of club soda flavor. I think these could be used as an ingredient for a great wine cooler.
68	5	These cookies have no milk, no egss, no nuts, no gluten and no cholesterol or trans fat, which common sense says should make them taste like cardboard, if not even worse. I don't know how they did it, but these chocolate chip cookies are delicious. They actual taste like chocolate chip cookies should taste. If you've got allergies, try these cookies. You'll love them.
69	5	I agree with the company motto "A Natural Obsession".  I tried a small bag at the local store and immediately bought in bulk online to save about 30 percent.  The flavor of these is very strong, so they are best paired with a food that has a very mild flavor, like steamed vegetables or plain whole grain bread.  Otherwise they compete or clash with the other food.
70	5	Verona is by far the best coffee made by Starbucks. Buying in bean form it has much more flavor than if bought already ground. More robust and richer taste.
71	5	I absolutely love my Torani sugar free chocolate syrup!! It is the best ever!! My coffee is so amazing and I use it in tons of other stuff
72	2	I found this product to be a major disappointment.  I tried the Acai Pomegranate flavor.  It did not taste like either acai berry or pomegranate to me.<br /><br />To use the product, you snip open the packet and mix the powered contents with 8 ounces of water.  It mixed easily and dissolved completely.  The taste was tolerable, but not pleasant.  It was sort of like a bland kool-aid as I drank it, but with a slightly tart aftertaste.<br /><br />As far as being a healthy energy drink, while it has several ingredients which are good for you, the aforementioned fruit flavors, as well as vitamins B-12, C, and D, and some minerals such as zinc, it also contains caffeine.  The maker states that the caffeine is naturally-occurring from green tea extract and is equivalent to the amount of caffeine found in a cup of coffee.  I am not a crusader against caffeine, but what goes up must come down, and if you are going to get "energy" from caffeine that's not really energy in my opinion.<br /><br />I don't think there are any bad things in the drink though, no abundance of man-made junk sweeteners and so on.<br /><br />And it is true it has a good dose of vitamins in it.  The B-12 dose is huge at 2,500 mcg.  You may reap more benefits some vitamin supplements and a nice cup (hot or cold) of green tea, and if you need it you'll still get a dose of caffeine in the tea.<br /><br />Considering the poor flavor, the caffeine "energy" and the price, well over $1 per drink for the packet of powder..... in the end I found Eboost to be quite a let down.
73	5	This bread is great!!  I wanted french bread, but my son is gluten-free, so I started looking.  I found this product.  The french bread is so easy to make and turned out great.  No one knew they were eating gluten-fre, Yea, its that good.
74	5	I love this coffee.  I love my coffee strong and rich tasting and this fits the bill. I will definitely purchase this again.
75	5	When I ordered this product I received free shipping. Since then they have added shipping and it is high. I won't be ordering this again. I have to say my dogs really loved these cookies. I have since bought them in town. Paul Newman makes great products..
76	5	I have a yeast infection in my gut and I have lost 35 Lbs. do to the strict diet I've had to follow, this protein powder has helped me not loose any more weight as I can have it since it's got Stevia and not another type of sweeter that I cannot have.  Love this HEMP protein.
77	5	It was fresh, delivery was fast and the taste was mmmmmgood. I never had Omaha fish before and I am going to see if i can put this on a monthly order. This is a recommended buy
78	5	These noodles are fantastic. I could eat them for dinner almost every night of the week along with their other Annie's counterparts. Cooked meal in less than 30 minutes. You cannot beat the taste! I love adding coconut oil and chia seeds to them as well. It only enhances the flavor and adds some nutritional extras if you so desire. They are fine the way they come but I find this adds something extra and they taste amazing prepared this way.
79	3	I eat a lot of good chocolate like Valrhona, Domori, & Green & Black. Newman's Own is in no way on par with better chocolates, but it is better than average. They tried hard to make it something special but I won't be buying again. There are much better chocolate bars out there.
80	5	My dog loves this dog food - i had to switch her from another joint supplement food because of unavailability issues - and Lucy loves this!!
81	5	These cookies are the best.  They are very crispy and taste great with a bowl of coconut milk ice cream.  The reviewer who thought they had an aftertaste or grainy texture is reacting to something I can't taste at all; these are yummier than all the wheat-based commercial sugar cookies I've tasted.
82	5	I really like this product---when my grocery stopped carrying it, I ordered it through the mail.  This is more of a quick bread than a cake, and it requires a can of cream style corn.  The result is very moist and has a good corn flavor.  I bake it in muffin pans in cupcake papers, and a dozen are small.  It makes about 8 good sized muffins.  I also bake these longer than specified on the package, because I seem to like things that are more done than many people.  These store well in a plastic bag in the refrigerator---if they are not all eaten by the end of the meal.
83	1	I bought this because of the soups I've had by Pacific, most are great... the broths are bleh, too weak and watery, but the tomato ones and *the new veggie lentil and roasted red pepper mmm* are souper-duper.<br /><br />First, the texture... a mix of rice flour thickened broth and creme fraiche and milk, it had separated so one section was clear goopy broth and the other was the creamy-ish part (more starchy than creamy, like potatoes--in this case rice flour--blended with some broth and skim milk, nothing like Campbell's, not condensed enough to work for recipes that need a thick base). I got it when it was a brand new product line by them (new enough to get $1 off coupons, the REAL reason I tried them since they were barely over a dollar after the discount).<br /><br />The smell I agree with the 1-star review is really off putting... and it matches the taste PERFECTLY.<br /><br />What the taste IS? BABY FOOD. JUST LIKE BABY FOOD.<br /><br />When I got the lentil one with the coupon, I only got one... then went back and got the rest, along with a few of these (I haven't braved the mushroom yet). I wish I'd only gotten one. A dollar and change or not, NO WAY am I keeping them. I wouldn't even donate them. I added ground pepper... nope, baby food plus pepper. Sea salt made a bite of it almost edible--yknow, thick salty broth--and adding a touch of herbs just ruined the herbs.<br /><br />The reason it can't be salvaged? Their chicken is repulsive. I'm almost sure they boiled the bird, and that is only acceptable for broth where the bird gets removed. In fact, I have a hunch--especially given the whole thing possessed ONE tiny flaky pea sized square of meat--they got "responsible" and took the bird etc used for the broth--the broth strained out and packaged--and just blended that boiled limp weird-odor meat and such and tossed in some rice flour and dairy to try passing it for soup.<br /><br />Ever made your own broth, the kind where you boil it til the bird is almost Michael Jackson white because you aren't going to use it as part of the dish and want to yank all its flavor out? You know how funky boiled, denatured bird smells and tastes? This is that bird. Now I have finally figured out why baby food is so repulsive, a mystery I was content to never even ponder. I hate that I am dumping the remaining 90% of this out, but I'll be tasting it coming back up if I don't (4 tiny spoonfuls and it already has me belchy and nauseous!). Healthy shouldn't have to taste like wartime rations, not in this day and age.
84	5	I bought all 3 kinds of Kicking Horse coffee and this one, 454 Horse Power, was my favorite. Beans were moist and produced a great flavor. I just wished they offered this type in the 2.2 lb bags. FYI Nice tins though.
85	5	My son hates being sprayed (bug or sunscreen spray). He spends most of his day outside at daycare and mosquitoes find him very sweet.  Now that West Nile has become such an issue here, I am meticulous on making sure he is covered.  These wipes (along with buggy bands) have worked perfectly.  I just wipe him down as he is having breakfast every morning and he is set for the day.
86	5	This product is my dog's absolute favorite when it comes to dog treats. I find them perfect for training... and so does she!
87	4	I am not an expert on teas. I've been drinking grocery-store-bought green tea(Wegman's Brand) for years. I thought I'd try the POP White Peony Tea(Bai Mudan) for additional antioxidant power and to reduce the consumption of fluoride that green tea contains. So I bought four 100-bag boxes. In making my first cup of White Peony, I noticed right away how dark brown the brew was. Is this characteristic of all Bai Mudan teas?  in the past, I would brew two bags of the green tea within one cup of water (and steep it forever at high temps) and it would still only make an amber brew. But only one tea bag of the White Peony after a few minutes of steeping, makes for a dark tea similar to black tea. Again, I am not an expert. Just stating my observations. Is White Peony supposed to be that dark? Thanks, Wayne
88	3	I brewed this coffee with the recommended ratio of water to coffee:  6 oz. water & 2 teaspoons coffee.  It was very weak brewed this way; like coffee-flavored tea.  So I brewed another batch at 3 t coffee to 6 oz. water and it was better.  This is not a bad cup of coffee just not very complex & definitely a medium roast at best.  I brewed some 8 O'Clock Original roast for comparison (I thought that would be a good coffee to compare) & this coffee came in second to that.  This is not a very interesting cup of coffee; serviceable and good for people who don't like a strong brew.  I am not a black, tar coffee lover but I prefer more flavor.<br /><br />If you like a dark roast coffee like Starbucks, you will be underwhelmed.  But if you like Folgers or other grocery store brands, this is definitely a step above.  It is not bitter & it is good with a bit of cream.<br /><br />I brew coffee using the pour-over method, directly in to my stainless carafe.  This is my system:<br /><br /><a href="http://www.amazon.com/gp/product/B0000CFLIL">Melitta Cone Coffee Filters, Natural Brown, No. 6, 40-Count Filters (Pack of 12)</a><br /><a href="http://www.amazon.com/gp/product/B000EN8DMU">Copco 2 Quart Thermal Capacity Brushed Stainless Steel Carafe</a><br /><a href="http://www.amazon.com/gp/product/B0012S1V2A">Oster 5965 Stainless-Steel 1-1/2-Liter Electric Water Kettle</a><br /><a href="http://www.amazon.com/gp/product/B000BUDDTY">RSVP Maunual Drip Coffee Filter Cone for Carafes or Thermos</a>
89	5	If you are gluten-free and want crackers, this is the one for you.  It is also delicious.  This is my second order of these.
90	5	The perfect snack for a busy person.  Also great for a quick bite in between meals.  Great way to get the fat and calories you need without eating a carb-filled meal.
91	1	I am not sure on what planet this would be considered cheddar flavored popcorn, but I can assure you it's not on the planet Earth.  It has a bizarre oily flavor that has a bit of a twang to it.  I can't describe it except to say it is not cheddar or any other kind of cheese and it's not good.  In fact it's really rather gross.  No one in my family enjoyed it and after popping one bag, the rest are headed for their final resting place in some garbage dump somewhere.<br /><br />Cherise Everhard, October 2010
92	5	I have been crazy about Italian Torrone Candy ever since our friends brought some back from Italy to my family in the 1950's!  Back then, as a child, I was "hooked" on it after my first bite!  It is not easy to find it in stores, unless you go to an ethnic market in a large city.<br />That thin film on the outside is part of the candy and is edible.  If you are not used to it, I could understand how it would seem strange, or "suspect."<br />I wish I could order more of it, but the price really gets expensive when you have to pay for the shipping too.<br />I would love to find a store that sells it, because I would buy a "ton" of it, and avoid those shipping charges!
93	1	Wickles advertises "sweet" pickles. The product they sent was not sweet but extremely hot. It even had a red hot chilly pepper in the jar. When contacted they told me that the product I received was a sweet pickle because the box it came in said sweet. Nowhere on the jar is the word "sweet". Nutricity did nothing to remedy their mistake and now I am left with 12 jars of "hot" pickles when I ordered 12 jars of "sweet" pickles That I paid over $50.00 for plus shipping. I will never do business with this company and would not recommend anyone else to do so.
94	5	I am a huge Pumpkin Spice fan, and this coffee for the Keurig system is fantastic. Tastes great.  Love it.  If you like pumpkin spice coffee, you will not be disappointed.
95	5	Great for getting good rising action from rye and whole wheat flours, etc. Sounds like a 'too big' size, but if you bake often you know how expensive this stuff is in small supermarket sizes. Keep in fridge or freezer for long lasting freshness.
96	5	I understand that people are disappointed in the product, but there is no reason to give this a one star review.  I carry this in my store and it is a hit with the customers - even Hot Tamales fans like myself.  I agree that it isn't initially what you would expect from something titled "Hot Tamales cotton candy", it isn't spicy and has only a faint cinnamon flavor.<br /><br />However, I love it for that reason.  We carry the Mike & Ike cotton candy as well as the traditional circus colors and the stars and stripes kind.  The Hot Tamales cotton candy is great because it is a break from the fruity flavors.  I can taste the cinnamon, though very faint, but I love it!  And so do our customers, we sell a lot of it.<br /><br />The one star reviews are ridiculous.  As long as you know that it isn't a strong cinnamon flavor, what is there to complain about?  The cotton candy is fresh, super fluffy and tastes great.  Perhaps there is a flaw in the advertising, they should state that the flavor is not overpowering, but if you strip away the Hot Tamales brand and don't give anyone preconceived notions of what the exact taste is, this cotton candy is a hit.<br /><br />I would give it 4 out of 5 stars because a little more cinnamon would definitely be a plus, but I chose to gave it 5 to counter the other 2 overly negative reviews, because it is definitely not as terrible as the others are claiming.  Again, all of my video store customers love it and keep coming back for more.  Take a chance like I did and try it for yourself, after reading this review and choosing to buy it I doubt you will be disappointed.
97	5	This is the only litter I've used since I got my cat, Indy, and it works very well. It clumps almost instantly (hence the name).  Very easy to sift out.  I used to get the big 20lbs (or more) bucket, which was ardous to pour into her box.  I like this smaller jug because it's easier to handle and refill the box with what i need quickly.  I live in an attic apartment.  I keep her litter box at the bottom of the staircase in the back of my apartmen.  My apt has never smelled like a cat bathroom to me or any guests i've had. Indy seems to like it too :)
98	5	I had the pleasure of trying these crackers recently at a friend's home (she's from Australia).  She served them with a mild cheese.  I loved the light flavor; also liked that they weren't dry, bland and "crumbly" like all the other water crackers I've tried.  Even though they're a little pricey, I do plan to order several boxes in the near future.
99	5	I used this in a flower bed that I wanted to keep squirrels out of.  It works well for that.  I sprinkled it on the dirt among the flowers.  It has an unpleasant odor but that wears off after a day or two.  You do need to reapply it while the plants are still young after a rain or every week to 10 days.  When the plants grow and fill in, you don't need to use it anymore because squirrels seem to leave the plants alone then.  (They like to see bare dirt.)  If you're using this for some other critter, I can't really speak to that, but it's great for keeping squirrels away.
100	4	I really like these instant Starbucks decaf tubes.  They make a pretty good tasting cup of coffee, and are very easy.  My 4 star rating is simply because I received product from Amazon that had less than 3 months before the expiration date; I usually see 11-12 months when I buy it in the store.
101	5	This brand of cat food came highly recommended.  We have our baby, "Mr. Bear" who is full blooded Maine Coon.  He is 13 months old and weighs 22 lbs.  We kept him on his kitten food by recommendation of his Dr. and breeders until he was 1 yr old.  When he was 11 months old we started giving him this as a treat to get his system use to it.  When we ran out of the kitten food, he was already use to this food and he loves it!  It is bigger pieces so he has to chew it which helps his dental health and his tummy.  This a great food for him and you WON'T beat this price.
